#OTUID	taxonomy	confidence
00006f0784f7dbb2f162408abb6da629	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.8212895889775012
0014190ab4bbee9c985ea1f7fc5e6116	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured marine bacterium;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9846385118036562
00232f374cfc930f3fffbaef0d0c6d80	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__HgCo23;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.862242432164915
003be528349c7a66a536946727c88cf9	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6	0.9999999995819666
004339415ebc19ebb362f7acfb981bcc	D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.9999811173877227
004e9e1b8f9995807d789ec3a8989393	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;Ambiguous_taxa;Ambiguous_taxa	0.7828683714924063
005cdee26e47c8b59e77d9959e57ea07	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9748735455050721
008c133fdfe19c63729be80d2a7e6f4f	D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome	0.999883416148008
00966f2b8afe3dc61b3bebf8c001ef7e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib;Ambiguous_taxa	0.776548094696462
009d805acce40d8ce328cf5a91166985	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.8153914699248458
